dataset,player_name,year,year_index,years_active,hands,hands_total,vpip_pct,pfr_pct,three_bet_pct,fold_to_3bet_pct,bb_fold_pct,bb_call_pct,bb_three_bet_pct,cbet_pct,bb100,d_vpip_pct,d_pfr_pct,d_three_bet_pct,d_bb_fold_pct,d_cbet_pct,d_bb100
NL200,EtniX111,2014,1,3,3431,27469,22.41,18.36,8.17,60.4,78.76,14.81,6.44,69.19,6.68,,,,,,
NL200,EtniX111,2015,2,3,9442,27469,23.12,18.39,8.2,51.56,73.57,19.05,7.38,60.0,5.95,0.7100000000000009,0.030000000000001137,0.02999999999999936,-5.190000000000012,-9.189999999999998,-0.7299999999999995
NL200,EtniX111,2016,3,3,14596,27469,24.1,17.76,8.53,41.92,66.28,26.36,7.36,53.87,-1.45,0.9800000000000004,-0.629999999999999,0.33000000000000007,-7.289999999999992,-6.130000000000003,-7.4
NL200,EvilReality,2021,1,4,10212,39835,22.04,16.9,8.71,39.1,68.72,23.66,7.63,66.75,5.93,,,,,,
NL200,EvilReality,2022,2,4,3117,39835,23.52,17.48,9.24,45.63,63.06,31.29,5.65,56.96,-1.68,1.4800000000000004,0.5800000000000018,0.5299999999999994,-5.659999999999997,-9.79,-7.609999999999999
NL200,EvilReality,2023,3,4,9413,39835,22.24,17.41,8.61,47.65,69.49,22.72,7.79,65.43,-7.77,-1.2800000000000011,-0.07000000000000028,-0.6300000000000008,6.429999999999993,8.470000000000006,-6.09
NL200,EvilReality,2025,4,4,17093,39835,20.54,16.74,9.8,56.37,72.35,20.0,7.65,73.4,12.43,-1.6999999999999993,-0.6700000000000017,1.1900000000000013,2.8599999999999994,7.969999999999999,20.2
NL200,FEL777,2011,1,6,1036,52987,17.28,13.22,5.2,52.94,82.14,10.71,7.14,70.0,-24.74,,,,,,
NL200,FEL777,2015,2,6,739,52987,24.09,20.03,7.84,60.87,81.11,17.78,1.11,55.22,17.74,6.809999999999999,6.8100000000000005,2.6399999999999997,-1.0300000000000011,-14.780000000000001,42.48
NL200,FEL777,2016,3,6,16991,52987,24.72,18.75,8.72,48.84,66.36,26.38,7.27,56.1,6.56,0.629999999999999,-1.2800000000000011,0.8800000000000008,-14.75,0.8800000000000026,-11.18
NL200,FEL777,2017,4,6,30015,52987,23.97,18.22,9.49,49.2,63.65,28.82,7.53,57.5,-1.26,-0.75,-0.5300000000000011,0.7699999999999996,-2.710000000000001,1.3999999999999986,-7.819999999999999
NL200,FEL777,2018,5,6,2882,52987,24.74,18.95,9.3,37.76,66.42,27.21,6.37,56.85,31.14,0.7699999999999996,0.7300000000000004,-0.1899999999999995,2.770000000000003,-0.6499999999999986,32.4
NL200,FEL777,2020,6,6,1324,52987,23.79,16.09,7.75,55.26,62.15,31.07,6.78,58.43,-6.39,-0.9499999999999993,-2.8599999999999994,-1.5500000000000007,-4.270000000000003,1.5799999999999983,-37.53
NL200,FTPbannedMe,2015,1,4,5425,14903,24.7,19.45,8.3,64.59,75.3,15.75,8.95,70.39,-10.33,,,,,,
NL200,FTPbannedMe,2017,2,4,3738,14903,25.79,19.02,10.05,49.59,67.05,23.95,9.0,66.15,21.14,1.0899999999999999,-0.4299999999999997,1.75,-8.25,-4.239999999999995,31.47
NL200,FTPbannedMe,2018,3,4,621,14903,27.38,19.48,11.51,42.86,76.19,19.05,4.76,44.62,-53.21,1.5899999999999999,0.46000000000000085,1.459999999999999,9.14,-21.53000000000001,-74.35
NL200,FTPbannedMe,2021,4,4,5119,14903,25.75,19.28,8.95,53.8,67.3,26.07,6.63,61.01,11.47,-1.629999999999999,-0.1999999999999993,-2.5600000000000005,-8.89,16.39,64.68
NL200,Faiv,2020,1,3,970,2365,21.96,13.71,7.33,38.1,70.49,25.41,4.1,64.44,-21.68,,,,,,
NL200,Faiv,2022,2,3,619,2365,26.82,20.52,16.8,30.0,65.59,23.66,10.75,65.91,-11.58,4.859999999999999,6.809999999999999,9.47,-4.8999999999999915,1.4699999999999989,10.1
NL200,Faiv,2023,3,3,776,2365,22.29,16.37,7.5,54.55,72.97,18.92,8.11,73.81,50.68,-4.530000000000001,-4.149999999999999,-9.3,7.3799999999999955,7.900000000000006,62.26
NL200,Fake Lava,2023,1,3,644,20635,24.22,19.72,10.04,60.0,62.5,31.82,5.68,87.27,-55.53,,,,,,
NL200,Fake Lava,2024,2,3,18618,20635,22.87,19.07,11.66,50.84,67.5,22.9,9.61,81.42,4.01,-1.3499999999999979,-0.6499999999999986,1.620000000000001,5.0,-5.849999999999994,59.54
NL200,Fake Lava,2025,3,3,1373,20635,22.14,18.65,11.26,59.09,71.08,21.69,7.23,75.0,37.14,-0.7300000000000004,-0.4200000000000017,-0.40000000000000036,3.5799999999999983,-6.420000000000002,33.13
NL200,Faradaay,2021,1,5,10627,45765,25.26,20.26,10.01,48.33,65.4,24.79,9.81,64.68,10.6,,,,,,
NL200,Faradaay,2022,2,5,14066,45765,23.65,19.06,8.79,52.26,69.26,25.04,5.71,62.89,10.41,-1.610000000000003,-1.2000000000000028,-1.2200000000000006,3.8599999999999994,-1.7900000000000063,-0.1899999999999995
NL200,Faradaay,2023,3,5,12072,45765,21.74,17.69,8.32,60.54,71.58,22.24,6.18,57.24,12.13,-1.9100000000000001,-1.3699999999999974,-0.46999999999999886,2.319999999999993,-5.649999999999999,1.7200000000000006
NL200,Faradaay,2024,4,5,5803,45765,22.82,18.28,10.66,52.71,68.6,22.96,8.44,69.5,3.08,1.0800000000000018,0.5899999999999999,2.34,-2.980000000000004,12.259999999999998,-9.05
NL200,Faradaay,2025,5,5,3197,45765,20.96,17.05,8.82,46.73,64.47,25.79,9.74,59.61,-1.85,-1.8599999999999994,-1.2300000000000004,-1.8399999999999999,-4.1299999999999955,-9.89,-4.93
NL200,FartApple,2020,1,4,2374,21992,20.01,15.96,10.24,52.38,71.75,20.0,8.25,53.67,-12.14,,,,,,
NL200,FartApple,2022,2,4,1446,21992,23.03,19.64,12.39,62.22,71.81,20.21,7.98,56.3,24.18,3.0199999999999996,3.6799999999999997,2.1500000000000004,0.060000000000002274,2.6299999999999955,36.32
NL200,FartApple,2023,3,4,705,21992,19.72,16.17,8.18,58.33,70.21,22.34,7.45,76.74,-21.87,-3.3100000000000023,-3.469999999999999,-4.210000000000001,-1.6000000000000085,20.439999999999998,-46.05
NL200,FartApple,2025,4,4,17467,21992,21.96,18.11,10.9,60.96,69.94,20.98,9.07,64.6,2.05,2.240000000000002,1.9399999999999977,2.7200000000000006,-0.269999999999996,-12.14,23.92
NL200,Feelmysk1ll,2022,1,3,15992,39349,21.72,17.67,9.07,56.69,72.35,19.48,8.18,54.59,1.1,,,,,,
NL200,Feelmysk1ll,2023,2,3,18454,39349,22.28,17.77,9.36,54.21,69.36,22.47,8.17,54.1,2.52,0.5600000000000023,0.09999999999999787,0.28999999999999915,-2.989999999999995,-0.490000000000002,1.42
NL200,Feelmysk1ll,2024,3,3,4903,39349,21.11,17.11,10.01,59.54,69.87,22.68,7.45,59.76,31.25,-1.1700000000000017,-0.6600000000000001,0.6500000000000004,0.5100000000000051,5.659999999999997,28.73
NL200,Fenz65,2011,1,3,819,3633,36.63,25.52,9.94,41.03,53.15,39.64,7.21,44.44,36.54,,,,,,
NL200,Fenz65,2015,2,3,1456,3633,30.08,22.32,7.81,30.77,69.35,20.1,10.55,45.1,-37.16,-6.550000000000004,-3.1999999999999993,-2.13,16.199999999999996,0.6600000000000037,-73.69999999999999
NL200,Fenz65,2017,3,3,1358,3633,31.15,22.75,10.93,33.87,62.57,25.67,11.76,51.82,-23.79,1.0700000000000003,0.4299999999999997,3.12,-6.779999999999994,6.719999999999999,13.369999999999997
NL200,Fir King Mad,2016,1,5,1627,15876,24.95,17.89,8.36,38.71,65.73,23.47,10.8,40.91,-3.04,,,,,,
NL200,Fir King Mad,2019,2,5,1364,15876,27.35,19.21,5.13,47.37,72.04,23.66,4.3,28.74,-2.34,2.400000000000002,1.3200000000000003,-3.2299999999999995,6.310000000000002,-12.169999999999998,0.7000000000000002
NL200,Fir King Mad,2020,3,5,4126,15876,24.26,14.54,5.0,55.56,66.0,27.27,6.73,40.2,-22.25,-3.09,-4.670000000000002,-0.1299999999999999,-6.040000000000006,11.460000000000004,-19.91
NL200,Fir King Mad,2021,4,5,7035,15876,23.27,15.27,6.59,53.47,64.44,27.42,8.13,44.27,-27.89,-0.990000000000002,0.7300000000000004,1.5899999999999999,-1.5600000000000023,4.07,-5.640000000000001
NL200,Fir King Mad,2023,5,5,1724,15876,23.72,14.79,4.78,37.78,65.31,31.02,3.67,40.24,-6.29,0.4499999999999993,-0.4800000000000004,-1.8099999999999996,0.8700000000000045,-4.030000000000001,21.6
NL200,FitzyE123,2021,1,4,1349,48835,22.16,19.05,10.52,59.09,75.0,15.63,9.38,62.14,29.34,,,,,,
NL200,FitzyE123,2023,2,4,3402,48835,22.28,18.28,11.06,58.12,69.85,19.09,11.06,62.91,6.74,0.120000000000001,-0.7699999999999996,0.5400000000000009,-5.150000000000006,0.769999999999996,-22.6
NL200,FitzyE123,2024,3,4,16919,48835,23.45,19.65,11.99,57.1,68.95,21.38,9.67,63.66,-2.54,1.1699999999999982,1.3699999999999974,0.9299999999999997,-0.8999999999999915,0.75,-9.280000000000001
NL200,FitzyE123,2025,4,4,27165,48835,25.8,20.6,11.64,54.63,63.47,26.1,10.43,67.66,9.44,2.3500000000000014,0.9500000000000028,-0.34999999999999964,-5.480000000000004,4.0,11.98
NL200,Flying Smile,2013,1,6,3060,80665,21.18,17.58,8.49,65.82,81.03,10.07,8.9,61.93,14.33,,,,,,
NL200,Flying Smile,2014,2,6,12811,80665,23.2,16.27,7.71,64.03,76.62,15.35,8.03,66.94,-6.53,2.0199999999999996,-1.3099999999999987,-0.7800000000000002,-4.409999999999997,5.009999999999998,-20.86
NL200,Flying Smile,2015,3,6,26081,80665,24.54,17.68,7.87,50.37,63.95,28.31,7.74,61.26,5.07,1.3399999999999999,1.4100000000000001,0.16000000000000014,-12.670000000000002,-5.68,11.600000000000001
NL200,Flying Smile,2017,4,6,25002,80665,26.74,18.89,8.57,51.29,56.58,37.32,6.1,57.3,12.22,2.1999999999999993,1.2100000000000009,0.7000000000000002,-7.3700000000000045,-3.960000000000001,7.15
NL200,Flying Smile,2019,5,6,8461,80665,23.59,17.94,8.86,55.4,63.37,29.14,7.49,59.82,18.23,-3.1499999999999986,-0.9499999999999993,0.28999999999999915,6.789999999999999,2.520000000000003,6.01
NL200,Flying Smile,2021,6,6,5250,80665,23.92,17.1,8.4,54.82,60.29,30.0,9.71,55.74,-12.43,0.33000000000000185,-0.8399999999999999,-0.4599999999999991,-3.0799999999999983,-4.079999999999998,-30.66
NL200,FredAcetaire,2018,1,3,1055,27344,20.76,13.65,3.39,44.44,79.02,17.48,3.5,33.82,52.54,,,,,,
NL200,FredAcetaire,2019,2,3,10017,27344,21.36,15.6,6.71,52.6,72.99,21.16,5.86,57.18,12.18,0.5999999999999979,1.9499999999999993,3.32,-6.030000000000001,23.36,-40.36
NL200,FredAcetaire,2020,3,3,16272,27344,19.56,15.11,7.89,39.11,73.25,21.42,5.33,62.88,6.38,-1.8000000000000007,-0.4900000000000002,1.1799999999999997,0.2600000000000051,5.700000000000003,-5.8
NL200,Freixa �ah!,2015,1,3,9810,25651,25.06,18.67,7.06,60.28,63.66,29.82,6.52,60.21,7.49,,,,,,
NL200,Freixa �ah!,2016,2,3,9251,25651,27.69,19.4,9.33,42.9,56.18,36.69,7.13,58.53,-18.05,2.6300000000000026,0.7299999999999969,2.2700000000000005,-7.479999999999997,-1.6799999999999997,-25.54
NL200,Freixa �ah!,2021,3,3,6590,25651,27.41,17.91,7.22,39.29,54.97,39.33,5.7,59.58,32.2,-0.28000000000000114,-1.4899999999999984,-2.1100000000000003,-1.2100000000000009,1.0499999999999972,50.25
NL200,FriendlyGambool,2022,1,4,9290,28177,21.56,18.86,11.84,58.13,71.68,18.7,9.63,57.58,9.99,,,,,,
NL200,FriendlyGambool,2023,2,4,1183,28177,19.27,17.33,11.56,56.76,72.5,13.75,13.75,57.75,22.99,-2.289999999999999,-1.5300000000000011,-0.27999999999999936,0.8199999999999932,0.1700000000000017,12.999999999999998
NL200,FriendlyGambool,2024,3,4,9418,28177,22.28,19.1,11.43,65.41,69.73,20.84,9.43,48.29,9.34,3.0100000000000016,1.7700000000000031,-0.13000000000000078,-2.769999999999996,-9.46,-13.649999999999999
NL200,FriendlyGambool,2025,4,4,8286,28177,23.26,19.93,11.86,64.94,69.1,19.48,11.42,58.66,-0.65,0.9800000000000004,0.8299999999999983,0.4299999999999997,-0.6300000000000097,10.369999999999997,-9.99
NL200,FullPokeRing,2018,1,5,712,10823,24.16,11.38,3.53,25.0,73.33,21.9,4.76,82.22,-17.01,,,,,,
NL200,FullPokeRing,2020,2,5,1757,10823,22.03,12.01,4.72,60.0,65.59,25.51,8.91,77.89,-10.07,-2.129999999999999,0.629999999999999,1.19,-7.739999999999995,-4.329999999999998,6.940000000000001
NL200,FullPokeRing,2021,3,5,2301,10823,24.73,13.82,4.17,49.18,69.25,26.44,4.31,71.62,-22.93,2.6999999999999993,1.8100000000000005,-0.5499999999999998,3.6599999999999966,-6.269999999999996,-12.86
NL200,FullPokeRing,2022,4,5,652,10823,25.0,14.11,4.8,25.0,74.07,22.22,3.7,75.76,-0.11,0.2699999999999996,0.28999999999999915,0.6299999999999999,4.819999999999993,4.140000000000001,22.82
NL200,FullPokeRing,2025,5,5,5401,10823,23.31,13.26,5.59,48.0,67.13,26.4,6.46,93.97,-8.83,-1.6900000000000013,-0.8499999999999996,0.79,-6.939999999999998,18.209999999999994,-8.72
NL200,G.Andrei95,2021,1,5,20587,177997,23.82,18.42,10.35,42.52,66.63,25.13,8.24,65.9,37.65,,,,,,
NL200,G.Andrei95,2022,2,5,7420,177997,22.41,18.18,9.17,43.36,72.19,20.99,6.82,65.04,16.59,-1.4100000000000001,-0.240000000000002,-1.1799999999999997,5.560000000000002,-0.8599999999999994,-21.06
NL200,G.Andrei95,2023,3,5,17440,177997,24.12,18.49,8.31,43.94,64.0,29.34,6.66,64.46,4.88,1.7100000000000009,0.3099999999999987,-0.8599999999999994,-8.189999999999998,-0.5800000000000125,-11.71
NL200,G.Andrei95,2024,4,5,61597,177997,26.35,20.37,10.88,49.39,61.1,30.42,8.48,61.66,4.56,2.2300000000000004,1.8800000000000026,2.5700000000000003,-2.8999999999999986,-2.799999999999997,-0.3200000000000003
NL200,G.Andrei95,2025,5,5,70953,177997,24.23,19.49,11.29,51.67,64.25,25.45,10.3,56.83,11.27,-2.120000000000001,-0.8800000000000026,0.40999999999999837,3.1499999999999986,-4.829999999999998,6.71
NL200,G30M1T0,2021,1,3,8188,58371,22.58,18.16,9.37,40.57,66.11,25.14,8.75,53.53,-2.06,,,,,,
NL200,G30M1T0,2024,2,3,14435,58371,24.12,20.19,11.56,60.93,68.95,21.26,9.8,63.31,3.32,1.5400000000000027,2.030000000000001,2.1900000000000013,2.8400000000000034,9.780000000000001,5.38
NL200,G30M1T0,2025,3,3,35748,58371,23.15,19.42,10.65,63.88,71.21,19.78,9.01,59.21,11.26,-0.9700000000000024,-0.7699999999999996,-0.9100000000000001,2.259999999999991,-4.100000000000001,7.9399999999999995
NL200,GBanana,2020,1,3,6756,10814,22.23,17.61,7.47,52.94,70.61,21.88,7.51,54.39,22.23,,,,,,
NL200,GBanana,2021,2,3,1113,10814,22.01,17.61,7.4,66.67,67.76,25.0,7.24,61.33,29.67,-0.21999999999999886,0.0,-0.0699999999999994,-2.8499999999999943,6.939999999999998,7.440000000000001
NL200,GBanana,2022,3,3,2945,10814,19.32,15.21,6.0,55.45,73.79,20.39,5.83,64.24,14.45,-2.6900000000000013,-2.3999999999999986,-1.4000000000000004,6.030000000000001,2.9099999999999966,-15.220000000000002
NL200,GDZ4hotwings,2019,1,3,798,15463,25.56,20.3,9.12,48.39,59.26,31.48,9.26,67.09,-17.56,,,,,,
NL200,GDZ4hotwings,2021,2,3,12895,15463,24.57,20.43,10.01,55.73,67.11,25.77,7.12,63.24,15.25,-0.9899999999999984,0.129999999999999,0.8900000000000006,7.850000000000001,-3.8500000000000014,32.81
NL200,GDZ4hotwings,2022,3,3,1770,15463,23.73,19.94,10.08,45.16,68.86,24.12,7.02,66.43,-4.35,-0.8399999999999999,-0.48999999999999844,0.07000000000000028,1.75,3.190000000000005,-19.6
NL200,GERAKLmeat,2017,1,6,998,15914,24.05,19.24,6.14,67.86,76.69,15.79,7.52,89.87,-21.94,,,,,,
NL200,GERAKLmeat,2020,2,6,1037,15914,37.13,28.35,11.86,50.79,54.35,36.23,9.42,110.92,11.22,13.080000000000002,9.110000000000003,5.72,-22.339999999999996,21.049999999999997,33.160000000000004
NL200,GERAKLmeat,2022,3,6,4572,15914,27.95,22.16,12.0,49.72,60.8,26.08,13.12,98.93,-1.12,-9.180000000000003,-6.190000000000001,0.14000000000000057,6.449999999999996,-11.989999999999995,-12.34
NL200,GERAKLmeat,2023,4,6,2122,15914,25.02,18.99,9.25,67.19,64.89,25.89,9.22,93.81,-21.06,-2.9299999999999997,-3.1700000000000017,-2.75,4.090000000000003,-5.1200000000000045,-19.939999999999998
NL200,GERAKLmeat,2024,5,6,3782,15914,26.28,21.81,13.6,61.4,63.52,22.86,13.63,91.92,-0.15,1.2600000000000016,2.8200000000000003,4.35,-1.3699999999999974,-1.8900000000000006,20.91
NL200,GERAKLmeat,2025,6,6,3403,15914,25.24,20.78,12.99,61.39,64.5,22.97,12.53,91.67,5.73,-1.0400000000000027,-1.0299999999999976,-0.6099999999999994,0.9799999999999969,-0.25,5.880000000000001
NL200,GalfondLOL,2015,1,4,728,13174,24.31,18.27,9.94,56.52,72.82,19.42,7.77,75.56,17.98,,,,,,
NL200,GalfondLOL,2017,2,4,5218,13174,26.37,20.31,8.41,53.3,69.17,24.53,6.3,49.8,-11.13,2.0600000000000023,2.039999999999999,-1.5299999999999994,-3.6499999999999915,-25.760000000000005,-29.11
NL200,GalfondLOL,2018,3,4,5798,13174,28.84,19.2,10.56,53.19,51.98,36.38,11.64,44.6,-3.64,2.469999999999999,-1.1099999999999994,2.1500000000000004,-17.190000000000005,-5.199999999999996,7.49
NL200,GalfondLOL,2019,4,4,1430,13174,25.17,16.36,10.09,51.52,62.9,30.11,6.99,66.98,23.68,-3.669999999999998,-2.84,-0.47000000000000064,10.920000000000002,22.380000000000003,27.32
NL200,Gamz11,2015,1,4,1126,42478,22.82,16.61,5.64,39.47,69.18,25.79,5.03,62.82,-5.3,,,,,,
NL200,Gamz11,2016,2,4,628,42478,21.97,14.97,8.87,23.08,65.48,30.95,3.57,93.1,17.79,-0.8500000000000014,-1.6399999999999988,3.2299999999999995,-3.700000000000003,30.279999999999994,23.09
NL200,Gamz11,2019,3,4,4823,42478,24.45,18.06,9.07,40.15,66.16,26.1,7.74,68.72,-14.19,2.4800000000000004,3.089999999999998,0.20000000000000107,0.6799999999999926,-24.379999999999995,-31.979999999999997
NL200,Gamz11,2021,4,4,35901,42478,23.14,17.54,8.31,45.35,65.09,26.51,8.39,58.3,15.39,-1.3099999999999987,-0.5199999999999996,-0.7599999999999998,-1.0699999999999932,-10.420000000000002,29.58
NL200,GioPires21,2015,1,4,1398,20642,22.39,16.6,8.19,62.16,70.95,19.55,9.5,62.65,25.77,,,,,,
NL200,GioPires21,2017,2,4,556,20642,30.04,18.71,5.75,47.37,62.5,32.5,5.0,83.78,-11.72,7.649999999999999,2.1099999999999994,-2.4399999999999995,-8.450000000000003,21.130000000000003,-37.49
NL200,GioPires21,2021,3,4,15344,20642,24.58,17.94,8.91,51.75,63.87,28.05,8.08,72.82,8.73,-5.460000000000001,-0.7699999999999996,3.16,1.3699999999999974,-10.960000000000008,20.450000000000003
NL200,GioPires21,2023,4,4,3344,20642,25.03,19.92,10.5,60.0,67.94,22.65,9.42,66.17,1.04,0.45000000000000284,1.9800000000000004,1.5899999999999999,4.07,-6.6499999999999915,-7.69
NL200,Grant[NY],2015,1,6,3173,27993,25.12,17.65,6.3,52.87,71.82,21.48,6.7,47.12,-8.37,,,,,,
NL200,Grant[NY],2016,2,6,8840,27993,23.97,16.72,6.86,53.38,67.46,24.87,7.67,49.38,3.04,-1.1500000000000021,-0.9299999999999997,0.5600000000000005,-4.359999999999999,2.260000000000005,11.41
NL200,Grant[NY],2018,3,6,3047,27993,23.83,16.02,8.45,58.97,61.1,33.42,5.48,55.6,13.28,-0.14000000000000057,-0.6999999999999993,1.589999999999999,-6.359999999999992,6.219999999999999,10.239999999999998
NL200,Grant[NY],2019,4,6,5136,27993,21.24,14.54,6.54,49.26,69.24,23.76,7.0,46.08,-6.33,-2.59,-1.4800000000000004,-1.9099999999999993,8.139999999999993,-9.520000000000003,-19.61
NL200,Grant[NY],2020,5,6,6269,27993,21.77,15.2,7.46,52.05,69.48,24.35,6.18,51.99,9.32,0.5300000000000011,0.6600000000000001,0.9199999999999999,0.2400000000000091,5.910000000000004,15.65
NL200,Grant[NY],2021,6,6,1528,27993,20.68,14.2,7.41,63.27,68.32,25.74,5.94,50.59,37.52,-1.0899999999999999,-1.0,-0.04999999999999982,-1.1600000000000108,-1.3999999999999986,28.200000000000003
NL200,GregAndrek,2014,1,3,680,6594,21.47,16.47,6.71,71.43,79.81,14.42,5.77,75.0,-42.31,,,,,,
NL200,GregAndrek,2016,2,3,3603,6594,20.68,15.21,5.96,52.38,72.34,22.04,5.61,54.51,-6.27,-0.7899999999999991,-1.259999999999998,-0.75,-7.469999999999999,-20.490000000000002,36.040000000000006
NL200,GregAndrek,2017,3,3,2311,6594,23.02,17.96,8.28,59.38,67.81,26.56,5.63,53.9,-1.62,2.34,2.75,2.3199999999999994,-4.530000000000001,-0.6099999999999994,4.6499999999999995
NL200,Greippi28,2022,1,3,11229,13394,22.15,19.03,9.44,58.35,73.17,17.89,8.94,62.3,8.07,,,,,,
NL200,Greippi28,2023,2,3,753,13394,21.91,18.19,7.26,57.14,75.44,19.3,5.26,52.73,-14.05,-0.23999999999999844,-0.8399999999999999,-2.1799999999999997,2.269999999999996,-9.57,-22.12
NL200,Greippi28,2024,3,3,1412,13394,19.97,17.56,10.0,64.29,77.35,16.02,6.63,80.81,20.37,-1.9400000000000013,-0.6300000000000026,2.74,1.9099999999999966,28.080000000000005,34.42
NL200,GrrGrrGrauw,2019,1,6,4920,41147,19.82,13.94,6.33,40.0,72.13,20.63,7.24,51.53,8.24,,,,,,
NL200,GrrGrrGrauw,2020,2,6,1851,41147,20.15,13.94,4.29,41.03,71.97,24.27,3.77,55.45,18.46,0.3299999999999983,0.0,-2.04,-0.1599999999999966,3.9200000000000017,10.22
NL200,GrrGrrGrauw,2021,3,6,5159,41147,19.4,15.78,10.25,50.0,69.69,21.84,8.47,63.25,12.88,-0.75,1.8399999999999999,5.96,-2.280000000000001,7.799999999999997,-5.58
NL200,GrrGrrGrauw,2022,4,6,2641,41147,19.16,14.99,10.07,41.67,68.78,22.93,8.29,71.17,-9.9,-0.23999999999999844,-0.7899999999999991,-0.17999999999999972,-0.9099999999999966,7.920000000000002,-22.78
NL200,GrrGrrGrauw,2024,5,6,11511,41147,21.94,17.62,9.85,49.75,69.53,21.95,8.52,62.71,-5.23,2.780000000000001,2.630000000000001,-0.22000000000000064,0.75,-8.46,4.67
NL200,GrrGrrGrauw,2025,6,6,15065,41147,21.92,17.53,9.02,54.08,70.12,22.37,7.51,58.37,11.4,-0.019999999999999574,-0.08999999999999986,-0.8300000000000001,0.5900000000000034,-4.340000000000003,16.630000000000003
NL200,Guerre23,2021,1,5,5726,22634,22.6,19.26,10.06,41.26,67.98,22.34,9.67,56.35,-12.03,,,,,,
NL200,Guerre23,2022,2,5,8441,22634,22.36,18.47,8.96,57.05,67.14,23.61,9.25,62.31,3.44,-0.240000000000002,-0.7900000000000027,-1.0999999999999996,-0.8400000000000034,5.960000000000001,15.469999999999999
NL200,Guerre23,2023,3,5,829,22634,21.71,18.94,8.84,60.0,75.65,15.65,8.7,69.77,-32.14,-0.6499999999999986,0.4700000000000024,-0.120000000000001,8.510000000000005,7.459999999999994,-35.58
NL200,Guerre23,2024,4,5,2774,22634,19.21,15.25,7.96,57.3,70.75,22.28,6.96,53.75,12.89,-2.5,-3.6900000000000013,-0.8799999999999999,-4.900000000000006,-16.019999999999996,45.03
NL200,Guerre23,2025,5,5,4864,22634,21.9,16.82,8.85,50.99,63.32,24.84,11.84,60.21,-2.18,2.6899999999999977,1.5700000000000003,0.8899999999999997,-7.43,6.460000000000001,-15.07
NL200,Gummi70,2022,1,3,833,4611,28.21,2.28,0.0,0.0,58.77,41.23,0.0,44.44,0.55,,,,,,
NL200,Gummi70,2024,2,3,2349,4611,29.46,2.21,1.32,0.0,49.04,49.68,1.27,64.0,-7.72,1.25,-0.06999999999999984,1.32,-9.730000000000004,19.560000000000002,-8.27
NL200,Gummi70,2025,3,3,1429,4611,28.2,2.94,0.2,27.27,59.24,40.22,0.54,60.0,-16.81,-1.2600000000000016,0.73,-1.12,10.200000000000003,-4.0,-9.09
NL200,GusanoZ,2011,1,3,2942,4431,20.7,17.47,6.33,63.93,83.8,9.11,7.09,78.57,-2.38,,,,,,
NL200,GusanoZ,2014,2,3,953,4431,23.71,17.63,7.32,59.09,71.21,21.21,7.58,62.86,9.71,3.0100000000000016,0.16000000000000014,0.9900000000000002,-12.590000000000003,-15.709999999999994,12.09
NL200,GusanoZ,2015,3,3,536,4431,21.83,15.67,7.55,70.0,67.61,19.72,12.68,77.5,-37.41,-1.8800000000000026,-1.959999999999999,0.22999999999999954,-3.5999999999999943,14.64,-47.12
NL200,HIFIGIRL,2013,1,4,4241,16640,35.42,26.9,9.74,57.97,71.48,19.42,9.11,92.22,9.97,,,,,,
NL200,HIFIGIRL,2015,2,4,752,16640,30.59,21.94,14.38,43.33,63.64,29.09,7.27,64.62,-23.1,-4.830000000000002,-4.959999999999997,4.640000000000001,-7.840000000000003,-27.599999999999994,-33.07
NL200,HIFIGIRL,2020,3,4,10950,16640,29.03,22.34,10.83,48.26,62.22,30.14,7.64,57.25,-0.41,-1.5599999999999987,0.3999999999999986,-3.5500000000000007,-1.4200000000000017,-7.3700000000000045,22.69
NL200,HIFIGIRL,2021,4,4,697,16640,26.69,20.95,6.17,63.33,64.52,31.18,4.3,51.61,27.69,-2.34,-1.3900000000000006,-4.66,2.299999999999997,-5.640000000000001,28.1
NL200,Hackeran,2012,1,8,19811,223659,22.2,18.27,7.97,72.44,82.27,9.42,8.3,44.76,-0.44,,,,,,
NL200,Hackeran,2013,2,8,1823,223659,23.86,17.22,8.08,71.7,77.59,14.05,8.36,48.91,25.39,1.6600000000000001,-1.0500000000000007,0.11000000000000032,-4.679999999999993,4.149999999999999,25.830000000000002
NL200,Hackeran,2016,3,8,54691,223659,25.7,18.5,8.33,49.97,62.74,29.61,7.65,56.29,-1.05,1.8399999999999999,1.2800000000000011,0.25,-14.850000000000001,7.380000000000003,-26.44
NL200,Hackeran,2017,4,8,39397,223659,25.79,19.0,8.1,48.89,61.6,30.86,7.54,58.97,-0.16,0.08999999999999986,0.5,-0.23000000000000043,-1.1400000000000006,2.6799999999999997,0.89
NL200,Hackeran,2019,5,8,22225,223659,24.25,17.8,9.01,41.82,57.96,34.7,7.35,65.68,-4.52,-1.5399999999999991,-1.1999999999999993,0.9100000000000001,-3.6400000000000006,6.710000000000008,-4.359999999999999
NL200,Hackeran,2020,6,8,12191,223659,24.12,17.2,8.35,48.93,60.01,32.99,7.0,67.69,-1.97,-0.129999999999999,-0.6000000000000014,-0.6600000000000001,2.049999999999997,2.009999999999991,2.55
