dataset,player_name,year,year_index,years_active,hands,hands_total,vpip_pct,pfr_pct,three_bet_pct,fold_to_3bet_pct,bb_fold_pct,bb_call_pct,bb_three_bet_pct,cbet_pct,bb100,d_vpip_pct,d_pfr_pct,d_three_bet_pct,d_bb_fold_pct,d_cbet_pct,d_bb100
NL200,$triker_BLR,2019,1,7,2469,46369,21.02,14.78,8.08,56.25,68.6,22.87,8.54,53.21,20.37,,,,,,
NL200,$triker_BLR,2020,2,7,8648,46369,20.79,14.44,7.0,52.34,69.03,24.47,6.5,66.92,4.35,-0.23000000000000043,-0.33999999999999986,-1.08,0.4300000000000068,13.71,-16.020000000000003
NL200,$triker_BLR,2021,3,7,10280,46369,21.28,17.71,10.65,55.03,67.65,22.64,9.71,66.89,9.38,0.490000000000002,3.2700000000000014,3.6500000000000004,-1.3799999999999955,-0.030000000000001137,5.030000000000001
NL200,$triker_BLR,2022,4,7,8108,46369,21.61,17.9,8.95,60.22,70.09,21.56,8.35,64.79,5.59,0.3299999999999983,0.18999999999999773,-1.700000000000001,2.4399999999999977,-2.0999999999999943,-3.790000000000001
NL200,$triker_BLR,2023,5,7,6814,46369,21.78,17.63,8.54,64.41,70.8,22.95,6.25,60.37,-0.06,0.1700000000000017,-0.2699999999999996,-0.41000000000000014,0.7099999999999937,-4.420000000000009,-5.6499999999999995
NL200,$triker_BLR,2024,6,7,4176,46369,20.71,15.85,8.02,62.02,70.61,22.76,6.63,66.38,6.64,-1.0700000000000003,-1.7799999999999994,-0.5199999999999996,-0.18999999999999773,6.009999999999998,6.699999999999999
NL200,$triker_BLR,2025,7,7,5874,46369,19.82,15.34,8.32,61.58,67.24,24.27,8.49,63.19,-13.37,-0.8900000000000006,-0.5099999999999998,0.3000000000000007,-3.3700000000000045,-3.1899999999999977,-20.009999999999998
NL200,0steba,2020,1,3,899,12014,21.58,16.35,9.84,33.33,76.47,19.12,4.41,55.56,19.71,,,,,,
NL200,0steba,2024,2,3,9300,12014,21.18,17.01,9.41,55.1,69.94,22.18,7.87,65.42,5.79,-0.3999999999999986,0.6600000000000001,-0.4299999999999997,-6.530000000000001,9.86,-13.920000000000002
NL200,0steba,2025,3,3,1815,12014,21.1,16.47,8.6,43.1,69.74,21.05,9.21,74.6,-32.5,-0.0799999999999983,-0.5400000000000027,-0.8100000000000005,-0.20000000000000284,9.179999999999993,-38.29
NL200,1.0OO.0OO$,2016,1,3,526,11953,25.1,18.82,7.58,46.67,72.15,21.52,6.33,76.19,15.85,,,,,,
NL200,1.0OO.0OO$,2019,2,3,7676,11953,25.9,18.77,8.84,56.12,64.79,28.03,7.18,62.99,-2.62,0.7999999999999972,-0.05000000000000071,1.2599999999999998,-7.359999999999999,-13.199999999999996,-18.47
NL200,1.0OO.0OO$,2025,3,3,3751,11953,25.14,19.97,10.59,56.83,61.33,27.46,11.21,70.51,-35.17,-0.759999999999998,1.1999999999999993,1.75,-3.460000000000008,7.520000000000003,-32.550000000000004
NL200,1337Gambl0r,2017,1,3,1651,8373,21.5,16.23,5.97,53.49,77.03,16.67,6.31,56.57,-15.21,,,,,,
NL200,1337Gambl0r,2018,2,3,5892,8373,20.2,15.31,5.6,44.03,78.72,15.62,5.67,50.13,20.49,-1.3000000000000007,-0.9199999999999999,-0.3700000000000001,1.6899999999999977,-6.439999999999998,35.7
NL200,1337Gambl0r,2019,3,3,830,8373,20.36,15.66,8.77,66.67,72.73,16.36,10.91,49.21,2.09,0.16000000000000014,0.34999999999999964,3.17,-5.989999999999995,-0.9200000000000017,-18.4
NL200,1ts2Eeeezy,2014,1,3,12910,40565,20.76,17.45,8.28,64.53,82.79,11.24,5.97,63.73,-0.6,,,,,,
NL200,1ts2Eeeezy,2015,2,3,21310,40565,26.73,19.98,8.66,55.65,65.15,26.92,7.93,49.6,14.1,5.969999999999999,2.530000000000001,0.3800000000000008,-17.64,-14.129999999999995,14.7
NL200,1ts2Eeeezy,2022,3,3,6345,40565,23.07,19.76,11.25,60.71,68.93,21.77,9.3,59.88,1.82,-3.66,-0.21999999999999886,2.59,3.780000000000001,10.280000000000001,-12.28
NL200,2FAT2BTRUE,2018,1,4,11361,41524,21.41,17.35,10.13,41.85,70.08,22.02,7.9,68.41,4.68,,,,,,
NL200,2FAT2BTRUE,2019,2,4,10017,41524,22.91,18.29,9.96,46.98,66.36,26.21,7.43,63.44,8.65,1.5,0.9399999999999977,-0.16999999999999993,-3.719999999999999,-4.969999999999999,3.9700000000000006
NL200,2FAT2BTRUE,2020,3,4,15440,41524,22.11,17.99,10.21,50.22,71.63,20.57,7.79,63.91,2.84,-0.8000000000000007,-0.3000000000000007,0.25,5.269999999999996,0.46999999999999886,-5.8100000000000005
NL200,2FAT2BTRUE,2021,4,4,4706,41524,21.8,17.68,8.09,54.17,75.51,19.22,5.27,72.44,-5.6,-0.3099999999999987,-0.3099999999999987,-2.120000000000001,3.8800000000000097,8.530000000000001,-8.44
NL200,2rist84,2021,1,5,6076,51369,21.17,17.54,8.21,48.15,70.01,21.98,8.01,68.03,-0.46,,,,,,
NL200,2rist84,2022,2,5,14558,51369,20.79,16.73,9.03,46.76,69.82,22.15,8.03,66.43,10.99,-0.38000000000000256,-0.8099999999999987,0.8199999999999985,-0.19000000000001194,-1.5999999999999943,11.450000000000001
NL200,2rist84,2023,3,5,6663,51369,20.22,16.88,9.4,48.77,72.74,18.87,8.39,69.63,20.36,-0.5700000000000003,0.14999999999999858,0.370000000000001,2.9200000000000017,3.1999999999999886,9.37
NL200,2rist84,2024,4,5,10121,51369,20.31,16.84,9.39,53.57,73.34,17.8,8.86,67.26,1.79,0.08999999999999986,-0.03999999999999915,-0.009999999999999787,0.6000000000000085,-2.3699999999999903,-18.57
NL200,2rist84,2025,5,5,13951,51369,21.95,18.4,10.6,51.57,72.44,19.21,8.35,53.63,22.98,1.6400000000000006,1.5599999999999987,1.209999999999999,-0.9000000000000057,-13.630000000000003,21.19
NL200,321letitrip,2022,1,3,2598,6976,22.29,17.47,7.52,62.64,65.8,27.54,6.67,53.67,1.6,,,,,,
NL200,321letitrip,2023,2,3,657,6976,25.11,19.03,9.02,74.07,64.63,25.61,9.76,68.89,-4.32,2.8200000000000003,1.5600000000000023,1.5,-1.1700000000000017,15.219999999999999,-5.92
NL200,321letitrip,2024,3,3,3721,6976,22.6,18.19,11.09,51.59,67.16,23.52,9.32,65.91,-0.39,-2.509999999999998,-0.8399999999999999,2.0700000000000003,2.530000000000001,-2.980000000000004,3.93
NL200,4Batz4,2015,1,3,2010,5145,22.94,16.77,9.06,55.32,66.3,23.81,9.89,35.26,-5.32,,,,,,
NL200,4Batz4,2016,2,3,2273,5145,22.48,16.5,7.83,54.55,66.67,25.17,8.16,43.86,-1.71,-0.46000000000000085,-0.2699999999999996,-1.2300000000000004,0.37000000000000455,8.600000000000001,3.6100000000000003
NL200,4Batz4,2017,3,3,862,5145,24.25,17.98,7.95,57.69,66.67,28.07,5.26,68.33,14.62,1.7699999999999996,1.4800000000000004,0.1200000000000001,0.0,24.47,16.33
NL200,4balage4,2015,1,3,809,17975,21.63,17.06,5.62,45.45,85.96,12.28,1.75,58.62,-4.0,,,,,,
NL200,4balage4,2017,2,3,3653,17975,24.04,17.38,7.21,52.94,67.19,26.09,6.72,46.93,10.66,2.41,0.3200000000000003,1.5899999999999999,-18.769999999999996,-11.689999999999998,14.66
NL200,4balage4,2018,3,3,13513,17975,24.36,17.29,7.06,44.79,67.72,26.06,6.21,53.8,8.12,0.3200000000000003,-0.08999999999999986,-0.15000000000000036,0.5300000000000011,6.869999999999997,-2.540000000000001
NL200,4getDa$,2015,1,3,5533,39447,27.96,19.66,7.22,50.0,58.27,34.53,7.2,57.55,6.61,,,,,,
NL200,4getDa$,2016,2,3,1786,39447,26.54,17.86,9.39,50.0,62.45,31.84,5.71,56.91,27.66,-1.4200000000000017,-1.8000000000000007,2.170000000000001,4.18,-0.6400000000000006,21.05
NL200,4getDa$,2017,3,3,32128,39447,25.33,17.88,9.96,47.08,58.65,33.04,8.31,66.96,4.57,-1.2100000000000009,0.019999999999999574,0.5700000000000003,-3.8000000000000043,10.049999999999997,-23.09
NL200,4ikkiBamBoni,2023,1,3,855,3749,21.87,18.01,7.96,58.06,67.5,24.17,8.33,85.19,41.78,,,,,,
NL200,4ikkiBamBoni,2024,2,3,2128,3749,21.01,16.92,8.23,62.5,69.73,22.22,8.05,71.01,15.07,-0.8599999999999994,-1.0899999999999999,0.27000000000000046,2.230000000000004,-14.179999999999993,-26.71
NL200,4ikkiBamBoni,2025,3,3,766,3749,18.15,13.19,4.56,66.67,68.97,26.44,4.6,59.38,1.47,-2.860000000000003,-3.730000000000002,-3.670000000000001,-0.7600000000000051,-11.630000000000003,-13.6
NL200,50CandyJoe,2019,1,6,5706,26150,24.08,17.26,6.44,53.69,68.07,27.74,4.2,50.65,-6.87,,,,,,
NL200,50CandyJoe,2020,2,6,6092,26150,24.16,18.76,9.32,50.7,67.11,25.15,7.74,74.95,-17.06,0.08000000000000185,1.5,2.88,-0.9599999999999937,24.300000000000004,-10.189999999999998
NL200,50CandyJoe,2021,3,6,1824,26150,19.57,15.19,6.36,48.84,71.43,24.32,4.25,64.91,-16.36,-4.59,-3.570000000000002,-2.96,4.320000000000007,-10.040000000000006,0.6999999999999993
NL200,50CandyJoe,2022,4,6,10427,26150,23.04,19.56,10.22,53.47,68.37,22.28,9.36,65.48,17.87,3.469999999999999,4.369999999999999,3.8600000000000003,-3.0600000000000023,0.5700000000000074,34.230000000000004
NL200,50CandyJoe,2023,5,6,1277,26150,21.61,17.46,5.71,75.0,67.44,25.0,7.56,68.67,12.37,-1.4299999999999997,-2.099999999999998,-4.510000000000001,-0.9300000000000068,3.1899999999999977,-5.500000000000002
NL200,50CandyJoe,2025,6,6,824,26150,20.02,15.41,7.17,62.5,67.86,23.21,8.93,66.67,-46.93,-1.5899999999999999,-2.0500000000000007,1.46,0.4200000000000017,-2.0,-59.3
NL200,72Suit3d,2021,1,3,1144,5491,23.51,17.13,6.96,68.0,58.55,32.89,8.55,69.88,14.29,,,,,,
NL200,72Suit3d,2022,2,3,3706,5491,22.42,17.92,8.3,53.33,68.89,23.64,7.47,55.81,10.3,-1.0899999999999999,0.7900000000000027,1.3400000000000007,10.340000000000003,-14.069999999999993,-3.9899999999999984
NL200,72Suit3d,2024,3,3,641,5491,24.18,19.03,9.51,72.0,64.77,28.41,6.82,53.49,-39.55,1.759999999999998,1.1099999999999994,1.209999999999999,-4.1200000000000045,-2.3200000000000003,-49.849999999999994
NL200,73top,2021,1,5,10756,29864,20.52,15.84,8.34,50.34,68.24,24.17,7.59,84.31,21.28,,,,,,
NL200,73top,2022,2,5,5367,29864,20.37,16.73,9.59,46.79,68.83,21.79,9.38,78.07,20.03,-0.14999999999999858,0.8900000000000006,1.25,0.5900000000000034,-6.240000000000009,-1.25
NL200,73top,2023,3,5,3059,29864,20.24,16.84,9.21,46.94,70.95,19.28,9.77,87.13,31.76,-0.13000000000000256,0.10999999999999943,-0.379999999999999,2.1200000000000045,9.060000000000002,11.73
NL200,73top,2024,4,5,5172,29864,19.86,16.38,9.51,54.97,71.65,18.75,9.6,73.89,17.94,-0.379999999999999,-0.46000000000000085,0.29999999999999893,0.7000000000000028,-13.239999999999995,-13.82
NL200,73top,2025,5,5,5510,29864,22.21,18.55,10.82,58.79,66.91,22.93,10.16,65.59,11.6,2.3500000000000014,2.1700000000000017,1.3100000000000005,-4.740000000000009,-8.299999999999997,-6.340000000000002
NL200,7r3m5,2018,1,3,836,10853,19.86,16.87,5.9,53.85,77.67,19.42,2.91,52.38,-1.97,,,,,,
NL200,7r3m5,2019,2,3,6070,10853,22.14,17.12,8.67,51.14,71.17,22.14,6.69,53.05,1.02,2.280000000000001,0.25,2.7699999999999996,-6.5,0.6699999999999946,2.99
NL200,7r3m5,2020,3,3,3947,10853,21.94,16.85,9.23,54.47,70.97,20.04,8.99,48.94,26.49,-0.1999999999999993,-0.2699999999999996,0.5600000000000005,-0.20000000000000284,-4.109999999999999,25.47
NL200,88daniboy88,2019,1,3,4747,21173,23.8,17.57,9.32,44.65,64.25,26.41,9.34,55.96,9.89,,,,,,
NL200,88daniboy88,2020,2,3,7223,21173,22.23,17.79,8.47,53.04,73.44,20.0,6.56,70.61,1.19,-1.5700000000000003,0.21999999999999886,-0.8499999999999996,9.189999999999998,14.649999999999999,-8.700000000000001
NL200,88daniboy88,2021,3,3,9203,21173,23.61,19.0,10.21,46.56,68.21,22.38,9.41,63.66,0.63,1.379999999999999,1.2100000000000009,1.7400000000000002,-5.230000000000004,-6.950000000000003,-0.5599999999999999
NL200,99KUY,2015,1,5,3674,27142,22.92,17.56,7.95,42.86,73.56,17.24,9.2,79.14,24.41,,,,,,
NL200,99KUY,2017,2,5,9585,27142,24.39,18.6,9.07,48.93,68.92,23.12,7.96,71.73,8.07,1.4699999999999989,1.0400000000000027,1.12,-4.640000000000001,-7.409999999999997,-16.34
NL200,99KUY,2020,3,5,9354,27142,23.04,18.4,10.83,50.51,68.35,21.42,10.24,76.32,15.66,-1.3500000000000014,-0.20000000000000284,1.7599999999999998,-0.5700000000000074,4.589999999999989,7.59
NL200,99KUY,2023,4,5,1323,27142,23.2,18.59,9.16,48.08,70.93,21.51,7.56,69.23,68.39,0.16000000000000014,0.19000000000000128,-1.67,2.5800000000000125,-7.089999999999989,52.730000000000004
NL200,99KUY,2025,5,5,3206,27142,22.93,18.96,11.17,46.79,69.68,18.58,11.74,61.43,-1.28,-0.2699999999999996,0.370000000000001,2.01,-1.25,-7.800000000000004,-69.67
NL200,AAFORALIVING,2019,1,3,3570,16475,23.08,19.22,10.99,44.12,67.32,21.06,11.61,66.08,1.06,,,,,,
NL200,AAFORALIVING,2020,2,3,5800,16475,22.74,19.24,10.46,53.61,69.77,21.43,8.8,65.38,-29.78,-0.33999999999999986,0.019999999999999574,-0.5299999999999994,2.450000000000003,-0.7000000000000028,-30.84
NL200,AAFORALIVING,2021,3,3,7105,16475,22.73,18.93,9.23,56.02,70.78,21.5,7.72,54.39,19.68,-0.00999999999999801,-0.3099999999999987,-1.2300000000000004,1.0100000000000051,-10.989999999999995,49.46
NL200,AAnimeLLove,2022,1,3,4324,31744,21.85,18.59,9.3,49.07,70.34,20.52,9.14,77.52,14.69,,,,,,
NL200,AAnimeLLove,2023,2,3,3869,31744,22.9,18.89,11.09,53.97,61.85,27.94,10.21,66.16,6.49,1.0499999999999972,0.3000000000000007,1.7899999999999991,-8.490000000000002,-11.36,-8.2
NL200,AAnimeLLove,2025,3,3,23551,31744,22.87,18.96,9.24,58.13,68.3,23.87,7.83,70.82,7.75,-0.029999999999997584,0.07000000000000028,-1.8499999999999996,6.449999999999996,4.659999999999997,1.2599999999999998
NL200,AGL_by,2015,1,3,13882,25336,22.07,17.47,6.8,54.16,74.86,18.88,6.26,67.54,-3.8,,,,,,
NL200,AGL_by,2016,2,3,10905,25336,23.62,18.95,8.36,45.38,72.11,19.68,8.21,56.98,-12.9,1.5500000000000007,1.4800000000000004,1.5599999999999996,-2.75,-10.56000000000001,-9.100000000000001
NL200,AGL_by,2017,3,3,549,25336,26.59,22.22,12.45,54.55,71.05,22.37,6.58,76.74,-50.05,2.969999999999999,3.2699999999999996,4.09,-1.0600000000000023,19.759999999999998,-37.15
NL200,AMMADNAV,2019,1,4,768,83647,32.55,28.26,29.28,29.79,55.26,22.81,21.93,71.17,-79.11,,,,,,
NL200,AMMADNAV,2023,2,4,7347,83647,22.23,18.61,10.78,58.47,70.44,20.54,9.02,57.56,-0.14,-10.319999999999997,-9.650000000000002,-18.5,15.18,-13.61,78.97
NL200,AMMADNAV,2024,3,4,23056,83647,22.25,18.16,9.65,63.46,70.06,21.53,8.42,61.81,1.22,0.019999999999999574,-0.4499999999999993,-1.129999999999999,-0.37999999999999545,4.25,1.3599999999999999
NL200,AMMADNAV,2025,4,4,52476,83647,23.0,18.85,10.18,61.78,68.52,22.57,8.92,58.93,4.1,0.75,0.6900000000000013,0.5299999999999994,-1.5400000000000063,-2.8800000000000026,2.88
NL200,ARCTlCkiss,2019,1,7,3209,55004,18.82,14.4,6.39,37.33,74.34,20.38,5.28,68.47,-23.49,,,,,,
NL200,ARCTlCkiss,2020,2,7,3508,55004,20.07,15.74,8.32,49.4,72.82,19.92,7.26,67.61,5.63,1.25,1.3399999999999999,1.9300000000000006,-1.5200000000000102,-0.8599999999999994,29.119999999999997
NL200,ARCTlCkiss,2021,3,7,4233,55004,21.43,17.55,10.23,39.81,70.72,20.99,8.29,69.97,-11.0,1.3599999999999994,1.8100000000000005,1.9100000000000001,-2.0999999999999943,2.3599999999999994,-16.63
NL200,ARCTlCkiss,2022,4,7,5757,55004,22.08,17.91,10.6,44.38,68.62,21.96,9.41,75.51,16.58,0.6499999999999986,0.35999999999999943,0.3699999999999992,-2.0999999999999943,5.540000000000006,27.58
NL200,ARCTlCkiss,2023,5,7,4641,55004,22.58,17.37,10.56,54.01,62.58,27.98,9.44,62.72,30.77,0.5,-0.5399999999999991,-0.03999999999999915,-6.040000000000006,-12.790000000000006,14.190000000000001
NL200,ARCTlCkiss,2024,6,7,10269,55004,19.85,16.13,9.38,48.86,72.15,20.47,7.38,76.18,12.31,-2.729999999999997,-1.240000000000002,-1.1799999999999997,9.570000000000007,13.460000000000008,-18.46
NL200,ARCTlCkiss,2025,7,7,23387,55004,20.65,17.01,9.96,53.3,72.38,19.39,8.23,77.08,2.95,0.7999999999999972,0.8800000000000026,0.5800000000000001,0.22999999999998977,0.8999999999999915,-9.36
NL200,AWilliamsA,2021,1,5,17618,178093,23.62,18.17,8.3,47.28,67.77,27.71,4.52,68.56,-2.98,,,,,,
NL200,AWilliamsA,2022,2,5,11611,178093,28.24,23.96,12.72,46.02,64.97,26.01,9.01,68.69,-4.68,4.619999999999997,5.789999999999999,4.42,-2.799999999999997,0.12999999999999545,-1.6999999999999997
NL200,AWilliamsA,2023,3,5,8211,178093,25.77,21.4,11.69,47.81,67.27,24.55,8.18,62.54,-12.46,-2.469999999999999,-2.5600000000000023,-1.0300000000000011,2.299999999999997,-6.149999999999999,-7.780000000000001
NL200,AWilliamsA,2024,4,5,18312,178093,23.6,19.34,11.98,48.57,66.13,24.48,9.39,69.46,6.02,-2.169999999999998,-2.0599999999999987,0.2900000000000009,-1.1400000000000006,6.919999999999995,18.48
NL200,AWilliamsA,2025,5,5,122341,178093,22.76,18.55,11.61,51.97,68.14,23.14,8.72,66.08,2.2,-0.8399999999999999,-0.7899999999999991,-0.370000000000001,2.010000000000005,-3.3799999999999955,-3.8199999999999994
NL200,Acoman71,2020,1,3,587,2490,27.09,17.72,4.52,59.26,65.33,28.0,6.67,20.0,-82.51,,,,,,
NL200,Acoman71,2021,2,3,547,2490,31.63,18.65,3.74,51.85,63.16,30.26,6.58,30.0,25.95,4.539999999999999,0.9299999999999997,-0.7799999999999994,-2.1700000000000017,10.0,108.46000000000001
NL200,Acoman71,2022,3,3,1356,2490,28.1,17.48,6.04,42.11,65.96,26.6,7.45,37.97,-65.75,-3.5299999999999976,-1.1699999999999982,2.3,2.799999999999997,7.969999999999999,-91.7
NL200,AdmSkillS,2023,1,3,3034,14406,21.79,17.44,8.62,53.61,73.21,19.62,7.18,54.63,0.58,,,,,,
NL200,AdmSkillS,2024,2,3,1114,14406,19.48,15.8,9.25,62.5,71.05,21.05,7.89,47.95,0.34,-2.3099999999999987,-1.6400000000000006,0.6300000000000008,-2.1599999999999966,-6.68,-0.23999999999999994
NL200,AdmSkillS,2025,3,3,10258,14406,20.97,16.41,8.67,59.2,73.15,20.99,5.86,57.7,3.6,1.4899999999999984,0.6099999999999994,-0.5800000000000001,2.1000000000000085,9.75,3.2600000000000002
NL200,Akrash0r,2011,1,6,633,14707,17.38,12.32,4.63,100.0,82.93,14.63,2.44,92.0,41.55,,,,,,
NL200,Akrash0r,2012,2,6,3936,14707,24.09,20.58,9.61,69.13,76.89,11.46,11.65,65.06,32.62,6.710000000000001,8.259999999999998,4.9799999999999995,-6.040000000000006,-26.939999999999998,-8.93
NL200,Akrash0r,2013,3,6,1484,14707,21.83,18.6,9.13,68.63,79.07,11.16,9.77,56.18,0.47,-2.2600000000000016,-1.9799999999999969,-0.47999999999999865,2.1799999999999926,-8.880000000000003,-32.15
NL200,Akrash0r,2014,4,6,3537,14707,24.48,19.37,8.13,69.09,69.28,21.92,8.81,48.81,-0.03,2.650000000000002,0.7699999999999996,-1.0,-9.789999999999992,-7.369999999999997,-0.5
NL200,Akrash0r,2015,5,6,1333,14707,22.36,18.08,9.19,51.28,74.87,19.1,6.03,50.0,5.04,-2.120000000000001,-1.2900000000000027,1.0599999999999987,5.590000000000003,1.1899999999999977,5.07
NL200,Akrash0r,2018,6,6,3784,14707,20.82,15.99,8.25,55.45,72.03,21.46,6.51,54.96,-7.05,-1.5399999999999991,-2.089999999999998,-0.9399999999999995,-2.8400000000000034,4.960000000000001,-12.09
NL200,AlGol77,2016,1,3,745,6839,24.03,18.79,6.69,52.63,80.0,13.0,7.0,54.67,29.58,,,,,,
NL200,AlGol77,2018,2,3,4566,6839,24.42,17.43,8.09,45.67,73.41,19.43,7.17,49.62,33.45,0.39000000000000057,-1.3599999999999994,1.3999999999999995,-6.590000000000003,-5.050000000000004,3.8700000000000045
NL200,AlGol77,2019,3,3,1528,6839,25.46,16.62,6.57,55.81,62.15,33.18,4.67,60.91,21.61,1.0399999999999991,-0.8099999999999987,-1.5199999999999996,-11.259999999999998,11.29,-11.840000000000003
NL200,Aled87,2015,1,4,1090,15105,19.72,15.23,5.91,66.67,79.47,13.91,6.62,62.12,-41.11,,,,,,
NL200,Aled87,2020,2,4,5976,15105,21.6,17.09,9.65,57.93,71.86,22.87,5.27,54.24,31.8,1.8800000000000026,1.8599999999999994,3.74,-7.609999999999999,-7.8799999999999955,72.91
NL200,Aled87,2021,3,4,5398,15105,20.29,15.75,7.77,55.77,70.01,24.1,5.89,48.88,9.24,-1.3100000000000023,-1.3399999999999999,-1.8800000000000008,-1.8499999999999943,-5.359999999999999,-22.560000000000002
NL200,Aled87,2022,4,4,2641,15105,20.9,16.47,9.54,56.25,67.42,26.12,6.46,45.76,12.05,0.6099999999999994,0.7199999999999989,1.7699999999999996,-2.5900000000000034,-3.1200000000000045,2.8100000000000005
NL200,Aleqseuka,2022,1,4,4975,43263,24.22,20.7,13.13,55.19,70.15,18.06,11.79,54.03,-10.72,,,,,,
NL200,Aleqseuka,2023,2,4,11572,43263,23.51,19.71,10.21,53.5,70.95,20.76,8.29,43.52,20.46,-0.7099999999999973,-0.9899999999999984,-2.92,0.7999999999999972,-10.509999999999998,31.18
NL200,Aleqseuka,2024,3,4,20574,43263,20.43,17.17,9.4,58.95,71.37,20.83,7.81,39.14,15.02,-3.080000000000002,-2.539999999999999,-0.8100000000000005,0.4200000000000017,-4.380000000000003,-5.440000000000001
NL200,Aleqseuka,2025,4,4,6142,43263,19.98,16.8,9.82,51.83,73.31,19.07,7.63,45.91,5.73,-0.4499999999999993,-0.370000000000001,0.41999999999999993,1.9399999999999977,6.769999999999996,-9.29
NL200,AlexEliseev7,2019,1,5,22239,144393,22.33,17.27,7.9,59.17,70.44,22.87,6.69,66.88,-0.81,,,,,,
NL200,AlexEliseev7,2021,2,5,1682,144393,23.48,19.56,10.7,58.06,69.3,22.81,7.89,44.27,28.19,1.1500000000000021,2.289999999999999,2.799999999999999,-1.1400000000000006,-22.609999999999992,29.0
NL200,AlexEliseev7,2022,3,5,10837,144393,21.02,16.84,8.85,60.45,69.96,22.78,7.26,51.04,-6.16,-2.460000000000001,-2.719999999999999,-1.8499999999999996,0.6599999999999966,6.769999999999996,-34.35
NL200,AlexEliseev7,2023,4,5,87348,144393,20.16,16.64,8.38,59.38,72.51,20.44,7.05,58.55,2.41,-0.8599999999999994,-0.1999999999999993,-0.46999999999999886,2.5500000000000114,7.509999999999998,8.57
NL200,AlexEliseev7,2025,5,5,22287,144393,20.66,17.19,9.67,59.34,71.91,20.19,7.9,51.16,-8.13,0.5,0.5500000000000007,1.2899999999999991,-0.6000000000000085,-7.390000000000001,-10.540000000000001
NL200,AlexKalugin,2018,1,4,16133,59923,24.59,17.16,6.94,40.17,66.34,25.8,7.86,68.19,3.0,,,,,,
NL200,AlexKalugin,2019,2,4,7624,59923,21.46,15.62,8.59,40.89,68.77,24.33,6.9,69.76,22.86,-3.129999999999999,-1.540000000000001,1.6499999999999995,2.4299999999999926,1.5700000000000074,19.86
NL200,AlexKalugin,2020,3,4,35331,59923,20.65,16.44,9.39,52.83,68.97,24.28,6.75,68.34,6.55,-0.8100000000000023,0.8200000000000021,0.8000000000000007,0.20000000000000284,-1.4200000000000017,-16.31
NL200,AlexKalugin,2023,4,4,835,59923,21.2,16.77,9.52,56.67,68.18,23.64,8.18,62.5,39.13,0.5500000000000007,0.3299999999999983,0.129999999999999,-0.789999999999992,-5.840000000000003,32.580000000000005
NL200,AlexPles,2012,1,3,3126,5442,15.04,13.6,8.53,75.86,83.6,6.74,9.66,74.12,14.45,,,,,,
NL200,AlexPles,2017,2,3,1707,5442,28.41,19.63,8.73,39.62,64.76,28.19,7.05,64.75,-31.64,13.370000000000001,6.029999999999999,0.20000000000000107,-18.83999999999999,-9.370000000000005,-46.09
NL200,AlexPles,2018,3,3,609,5442,28.24,19.38,7.17,43.75,57.5,40.0,2.5,72.13,-66.78,-0.1700000000000017,-0.25,-1.5600000000000005,-7.260000000000005,7.3799999999999955,-35.14
NL200,AlexeSsz,2017,1,5,15234,32168,23.75,18.98,10.16,45.54,66.6,26.03,7.36,69.46,-9.53,,,,,,
NL200,AlexeSsz,2019,2,5,660,32168,25.76,22.27,12.4,59.09,70.73,21.95,7.32,76.79,-66.21,2.0100000000000016,3.289999999999999,2.24,4.13000000000001,7.3300000000000125,-56.67999999999999
NL200,AlexeSsz,2023,3,5,843,32168,28.35,22.89,13.82,53.33,62.6,27.64,9.76,77.14,-0.71,2.59,0.620000000000001,1.42,-8.130000000000003,0.3499999999999943,65.5
NL200,AlexeSsz,2024,4,5,4612,32168,23.27,18.28,8.64,60.84,66.03,27.0,6.97,66.98,-1.26,-5.080000000000002,-4.609999999999999,-5.18,3.4299999999999997,-10.159999999999997,-0.55
NL200,AlexeSsz,2025,5,5,10819,32168,21.37,16.69,9.04,56.32,65.51,26.76,7.72,67.09,9.01,-1.8999999999999986,-1.5899999999999999,0.3999999999999986,-0.519999999999996,0.10999999999999943,10.27
NL200,Alinyr,2023,1,3,5872,26167,24.42,19.89,9.79,52.38,66.09,25.47,8.45,55.92,14.24,,,,,,
NL200,Alinyr,2024,2,3,17930,26167,22.45,17.95,9.07,58.19,67.36,24.9,7.75,56.84,-6.73,-1.9700000000000024,-1.9400000000000013,-0.7199999999999989,1.269999999999996,0.9200000000000017,-20.97
NL200,Alinyr,2025,3,3,2365,26167,21.65,17.51,8.17,71.43,69.1,23.96,6.94,53.1,2.69,-0.8000000000000007,-0.4399999999999977,-0.9000000000000004,1.7399999999999949,-3.740000000000002,9.42
NL200,Alpha&OmegaB,2022,1,3,2206,28834,20.58,17.72,8.35,54.43,77.0,16.33,6.67,59.52,6.83,,,,,,
NL200,Alpha&OmegaB,2023,2,3,11549,28834,22.29,18.4,9.46,60.86,69.84,22.65,7.51,56.81,13.0,1.7100000000000009,0.6799999999999997,1.1100000000000012,-7.159999999999997,-2.710000000000001,6.17
NL200,Alpha&OmegaB,2024,3,3,15079,28834,22.38,18.36,9.75,58.92,68.36,23.25,8.39,64.46,3.11,0.08999999999999986,-0.03999999999999915,0.28999999999999915,-1.480000000000004,7.6499999999999915,-9.89
NL200,AlphaDonK2k9,2011,1,3,7965,23996,18.38,14.49,6.77,56.29,82.59,10.06,7.36,53.81,-2.42,,,,,,
